"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"North Carolina","Mecklenburg",2021,274,187,85,2,0,0,0,128,67,44,1,2,166,0,105,0
"North Carolina","Mitchell",2021,172,167,5,0,0,0,0,62,41,21,0,0,0,0,172,0
"North Carolina","Montgomery",2021,243,210,32,1,0,0,0,103,54,37,0,0,178,0,65,0
"North Carolina","New Hanover",2021,238,216,22,0,0,0,0,93,50,34,0,0,147,0,91,0
"North Carolina","Northampton",2021,242,229,13,0,0,0,0,67,42,19,0,63,0,0,179,0
"North Carolina","Person",2021,184,160,24,0,0,0,0,90,58,42,0,0,184,0,0,0
"North Carolina","Pitt",2021,238,217,21,0,0,0,0,80,50,36,0,0,165,0,73,0
"North Carolina","Rockingham",2021,240,202,38,0,0,0,0,90,58,40,0,0,184,56,0,0
"North Carolina","Rowan",2021,242,201,41,0,0,0,0,87,54,41,0,0,203,0,39,0
"North Carolina","Swain",2021,255,213,41,1,0,0,0,147,58,40,0,0,184,0,71,0
"North Carolina","Union",2021,183,150,32,1,0,0,0,101,61,42,0,0,183,0,0,0
"North Carolina","Wake",2021,244,196,48,0,0,0,0,87,60,42,1,1,179,0,63,0
"North Carolina","Yancey",2021,179,132,47,0,0,0,0,90,61,45,0,0,179,0,0,0
"North Dakota","Billings",2021,243,193,46,3,1,0,0,154,71,39,0,0,201,2,40,0
"North Dakota","Burke",2021,243,184,53,4,2,0,0,174,67,39,0,0,171,1,66,5
"North Dakota","Burleigh",2021,244,187,43,10,4,0,0,174,72,38,1,4,126,0,109,4
"North Dakota","Cass",2021,243,166,60,8,9,0,0,192,77,42,0,3,124,2,114,0
"North Dakota","Dunn",2021,243,185,50,6,2,0,0,175,71,41,0,0,188,0,53,2
"North Dakota","McKenzie",2021,237,186,44,6,1,0,0,175,74,37,0,0,176,0,58,3
"North Dakota","Mercer",2021,242,177,57,5,3,0,0,168,74,40,0,0,181,1,60,0
"North Dakota","Oliver",2021,243,168,63,8,4,0,0,166,74,42,0,0,177,0,66,0
"North Dakota","Ward",2021,243,193,39,8,3,0,0,167,67,38,0,1,170,0,72,0
"North Dakota","Williams",2021,181,180,1,0,0,0,0,57,6,3,0,0,0,181,0,0
"Ohio","Allen",2021,273,215,58,0,0,0,0,87,60,41,0,0,185,0,88,0
"Ohio","Ashtabula",2021,273,243,28,2,0,0,0,112,51,36,0,0,211,62,0,0
"Ohio","Athens",2021,83,75,8,0,0,0,0,74,49,22,0,0,0,0,83,0
"Ohio","Belmont",2021,273,249,24,0,0,0,0,74,46,13,0,184,0,2,77,10
"Ohio","Butler",2021,304,165,134,5,0,0,0,116,74,48,0,0,131,1,155,17
"Ohio","Clark",2021,273,171,102,0,0,0,0,100,68,45,0,0,117,0,156,0
"Ohio","Clermont",2021,302,259,43,0,0,0,0,97,54,38,0,0,218,0,84,0
"Ohio","Clinton",2021,209,178,31,0,0,0,0,84,58,40,0,0,209,0,0,0
"Ohio","Columbiana",2021,272,272,0,0,0,0,0,35,16,1,0,0,0,227,0,45
"Ohio","Cuyahoga",2021,274,120,150,4,0,0,0,115,83,53,1,0,106,3,159,5
"Ohio","Delaware",2021,209,191,18,0,0,0,0,77,49,39,0,0,209,0,0,0
"Ohio","Fayette",2021,238,218,20,0,0,0,0,90,49,38,0,0,238,0,0,0
"Ohio","Franklin",2021,274,189,85,0,0,0,0,100,67,44,1,7,140,0,126,0
"Ohio","Gallia",2021,272,257,14,1,0,0,0,118,33,6,0,0,0,272,0,0
"Ohio","Geauga",2021,185,147,38,0,0,0,0,97,71,42,0,0,185,0,0,0
"Ohio","Greene",2021,214,191,23,0,0,0,0,97,51,39,0,0,214,0,0,0
"Ohio","Guernsey",2021,271,268,3,0,0,0,0,59,23,4,0,0,0,271,0,0
"Ohio","Hamilton",2021,304,162,137,5,0,0,0,140,77,48,0,9,137,3,155,0
"Ohio","Hancock",2021,273,273,0,0,0,0,0,47,9,0,0,0,0,273,0,0
"Ohio","Harrison",2021,166,156,10,0,0,0,0,63,36,5,124,0,0,0,42,0
"Ohio","Jefferson",2021,270,144,116,9,1,0,0,155,77,49,0,0,76,21,173,0
"Ohio","Knox",2021,214,194,20,0,0,0,0,97,50,38,0,0,214,0,0,0
"Ohio","Lake",2021,273,204,62,7,0,0,0,122,71,40,0,0,177,1,94,1
"Ohio","Lawrence",2021,273,199,74,0,0,0,0,99,61,41,0,0,123,0,150,0
"Ohio","Licking",2021,214,196,18,0,0,0,0,87,50,39,0,0,214,0,0,0
"Ohio","Lorain",2021,273,219,54,0,0,0,0,90,57,38,0,0,155,0,118,0
"Ohio","Lucas",2021,272,191,76,5,0,0,0,122,68,43,0,0,157,0,115,0
"Ohio","Madison",2021,198,181,17,0,0,0,0,84,50,39,0,0,198,0,0,0
"Ohio","Mahoning",2021,273,206,66,1,0,0,0,110,65,41,0,0,136,0,137,0
"Ohio","Medina",2021,273,208,65,0,0,0,0,93,64,42,0,0,177,0,96,0
"Ohio","Miami",2021,214,184,30,0,0,0,0,87,58,40,0,0,214,0,0,0
"Ohio","Montgomery",2021,268,159,108,1,0,0,0,101,73,47,0,0,127,0,141,0
"Ohio","Morgan",2021,233,233,0,0,0,0,0,39,9,1,0,0,0,233,0,0
"Ohio","Noble",2021,228,197,31,0,0,0,0,84,54,39,0,0,228,0,0,0
"Ohio","Portage",2021,213,172,40,1,0,0,0,108,64,41,0,0,198,0,15,0
"Ohio","Preble",2021,274,191,83,0,0,0,0,97,64,42,1,0,149,0,124,0
"Ohio","Scioto",2021,273,255,18,0,0,0,0,85,40,16,0,0,0,10,88,175
"Ohio","Stark",2021,273,164,106,3,0,0,0,127,74,46,0,0,133,0,140,0
"Ohio","Summit",2021,273,194,76,3,0,0,0,105,67,42,0,0,155,6,112,0
"Ohio","Trumbull",2021,273,202,68,3,0,0,0,147,71,41,0,0,161,0,112,0
"Ohio","Warren",2021,304,233,69,2,0,0,0,119,64,41,0,0,199,0,105,0
"Ohio","Washington",2021,214,191,23,0,0,0,0,87,51,40,0,0,213,1,0,0
"Ohio","Wood",2021,214,185,29,0,0,0,0,90,54,40,0,0,214,0,0,0
"Oklahoma","Adair",2021,274,239,34,1,0,0,0,117,56,39,1,0,197,0,72,4
"Oklahoma","Canadian",2021,272,234,35,3,0,0,0,126,54,38,0,0,272,0,0,0
"Oklahoma","Carter",2021,239,185,53,1,0,0,0,118,58,38,0,0,0,0,239,0
"Oklahoma","Cleveland",2021,273,142,128,3,0,0,0,129,67,50,0,0,104,0,169,0
"Oklahoma","Comanche",2021,271,198,71,2,0,0,0,124,61,43,0,0,180,0,91,0
"Oklahoma","Creek",2021,269,235,33,1,0,0,0,126,54,38,0,0,269,0,0,0
"Oklahoma","Dewey",2021,273,217,55,1,0,0,0,116,58,43,0,0,205,0,68,0
"Oklahoma","Garfield",2021,268,265,3,0,0,0,0,66,9,0,0,0,0,268,0,0
"Oklahoma","Kay",2021,273,160,104,8,1,0,0,163,71,44,0,0,0,11,262,0
"Oklahoma","Kiowa",2021,214,159,55,0,0,0,0,100,71,44,0,0,214,0,0,0
"Oklahoma","Love",2021,212,162,42,8,0,0,0,136,71,44,0,0,212,0,0,0
"Oklahoma","Mayes",2021,207,190,17,0,0,0,0,87,49,37,0,0,207,0,0,0
"Oklahoma","McClain",2021,148,116,31,1,0,0,0,101,64,42,0,0,148,0,0,0
"Oklahoma","Oklahoma",2021,305,160,139,6,0,0,0,140,74,49,32,3,115,0,154,1
"Oklahoma","Osage",2021,268,223,45,0,0,0,0,100,58,41,0,0,268,0,0,0
"Oklahoma","Ottawa",2021,181,92,84,4,1,0,0,164,73,49,0,0,8,0,171,2
"Oklahoma","Pittsburg",2021,273,176,93,4,0,0,0,117,64,45,0,0,133,0,140,0
"Oklahoma","Sequoyah",2021,273,226,45,2,0,0,0,122,55,38,0,10,133,0,130,0
"Oklahoma","Tulsa",2021,305,185,110,8,2,0,0,163,74,46,32,0,132,0,139,2
"Oklahoma","Washington",2021,273,181,85,7,0,0,0,139,64,44,0,0,152,0,121,0
"Oregon","Baker",2021,180,176,4,0,0,0,0,65,38,18,0,0,0,0,180,0
"Oregon","Benton",2021,181,178,3,0,0,0,0,55,33,15,0,0,0,0,181,0
"Oregon","Clackamas",2021,168,157,11,0,0,0,0,90,46,24,0,0,57,0,111,0
"Oregon","Columbia",2021,135,135,0,0,0,0,0,48,39,28,0,0,61,0,74,0
"Oregon","Crook",2021,113,101,12,0,0,0,0,72,52,23,0,0,0,0,113,0
"Oregon","Deschutes",2021,181,175,5,0,1,0,0,161,32,15,0,0,0,0,181,0
"Oregon","Douglas",2021,90,86,4,0,0,0,0,61,43,24,0,0,0,0,90,0
"Oregon","Grant",2021,181,135,46,0,0,0,0,100,66,31,0,0,0,0,181,0
"Oregon","Harney",2021,181,146,35,0,0,0,0,77,58,28,0,0,0,0,181,0
"Oregon","Jackson",2021,181,152,29,0,0,0,0,65,55,37,0,0,60,0,121,0
"Oregon","Jefferson",2021,181,173,8,0,0,0,0,60,41,18,0,0,0,0,181,0
"Oregon","Josephine",2021,181,154,26,1,0,0,0,102,56,23,0,0,0,0,181,0
"Oregon","Klamath",2021,222,123,77,13,9,0,0,188,100,43,0,0,0,0,222,0
"Oregon","Lake",2021,181,169,12,0,0,0,0,83,45,17,0,0,0,0,181,0
"Oregon","Lane",2021,273,200,53,6,13,1,0,205,89,39,0,0,96,0,171,6
"Oregon","Linn",2021,181,160,21,0,0,0,0,75,52,23,0,0,0,0,181,0
"Oregon","Marion",2021,179,154,25,0,0,0,0,92,58,33,0,0,60,0,119,0
"Oregon","Multnomah",2021,181,161,20,0,0,0,0,93,52,35,0,1,127,0,53,0
"Oregon","Umatilla",2021,181,157,24,0,0,0,0,77,53,31,0,0,60,0,121,0
"Oregon","Union",2021,181,181,0,0,0,0,0,47,29,17,0,0,0,0,178,3
"Oregon","Wallowa",2021,181,180,1,0,0,0,0,52,33,15,0,0,0,0,181,0
"Oregon","Wasco",2021,181,178,3,0,0,0,0,54,33,15,0,0,0,0,181,0
"Oregon","Washington",2021,182,161,21,0,0,0,0,84,52,33,1,7,110,0,64,0
"Pennsylvania","Adams",2021,243,166,74,3,0,0,0,129,67,43,1,0,162,0,80,0
"Pennsylvania","Allegheny",2021,274,129,140,4,1,0,0,153,84,52,1,0,101,2,170,0
"Pennsylvania","Armstrong",2021,228,157,70,1,0,0,0,108,74,43,0,0,142,0,86,0
"Pennsylvania","Beaver",2021,243,159,81,3,0,0,0,125,68,45,0,2,123,0,118,0
"Pennsylvania","Berks",2021,243,170,68,5,0,0,0,133,76,43,0,0,159,0,84,0
"Pennsylvania","Blair",2021,227,174,51,2,0,0,0,120,61,38,0,0,82,9,136,0
"Pennsylvania","Bradford",2021,234,191,42,1,0,0,0,116,60,39,0,0,130,0,104,0
"Pennsylvania","Bucks",2021,222,179,33,10,0,0,0,143,67,39,0,0,222,0,0,0
"Pennsylvania","Cambria",2021,232,153,78,1,0,0,0,130,67,44,4,0,99,0,129,0
"Pennsylvania","Centre",2021,243,188,53,1,1,0,0,161,64,41,0,0,162,1,80,0
"Pennsylvania","Chester",2021,230,186,42,2,0,0,0,138,61,39,0,0,124,0,106,0
"Pennsylvania","Clearfield",2021,223,220,3,0,0,0,0,54,44,34,0,0,223,0,0,0
"Pennsylvania","Cumberland",2021,241,185,55,1,0,0,0,114,58,36,0,0,0,0,241,0
"Pennsylvania","Dauphin",2021,237,159,76,2,0,0,0,127,70,43,0,0,107,0,130,0
"Pennsylvania","Delaware",2021,243,173,67,3,0,0,0,142,71,42,0,7,132,0,104,0
"Pennsylvania","Elk",2021,238,220,18,0,0,0,0,87,49,37,0,0,238,0,0,0
"Pennsylvania","Erie",2021,208,176,32,0,0,0,0,91,54,37,3,6,132,0,61,6
"Pennsylvania","Fayette",2021,232,178,53,1,0,0,0,113,59,38,0,0,106,0,126,0
"Pennsylvania","Franklin",2021,227,213,14,0,0,0,0,77,48,36,0,0,227,0,0,0
"Pennsylvania","Greene",2021,227,168,58,1,0,0,0,113,62,42,0,0,150,0,77,0
"Pennsylvania","Indiana",2021,226,164,60,2,0,0,0,122,64,41,0,0,127,0,99,0
"Pennsylvania","Lackawanna",2021,235,192,42,1,0,0,0,137,58,38,2,19,146,0,68,0
"Pennsylvania","Lancaster",2021,243,139,100,3,1,0,0,155,74,48,0,0,89,0,151,3
"Pennsylvania","Lawrence",2021,217,198,19,0,0,0,0,87,50,32,0,0,217,0,0,0
"Pennsylvania","Lebanon",2021,243,181,60,2,0,0,0,117,67,41,0,0,121,0,122,0
"Pennsylvania","Lehigh",2021,234,175,58,0,1,0,0,153,64,39,0,0,115,0,114,5
"Pennsylvania","Luzerne",2021,233,216,17,0,0,0,0,90,49,35,0,0,205,0,0,28
"Pennsylvania","Lycoming",2021,232,192,39,1,0,0,0,111,58,39,0,0,134,0,98,0
"Pennsylvania","Mercer",2021,243,189,53,1,0,0,0,112,67,40,0,0,177,0,66,0
"Pennsylvania","Monroe",2021,206,189,17,0,0,0,0,84,49,36,0,0,206,0,0,0
"Pennsylvania","Montgomery",2021,234,172,56,6,0,0,0,150,71,42,0,0,135,0,99,0
"Pennsylvania","Northampton",2021,243,183,56,4,0,0,0,148,74,42,0,5,142,0,96,0
"Pennsylvania","Philadelphia",2021,274,168,95,9,2,0,0,152,79,47,1,16,134,0,123,0
"Pennsylvania","Somerset",2021,242,218,24,0,0,0,0,90,50,38,0,0,242,0,0,0
"Pennsylvania","Susquehanna",2021,216,190,24,2,0,0,0,133,53,28,0,0,0,0,216,0
"Pennsylvania","Tioga",2021,228,188,39,1,0,0,0,131,58,39,0,0,167,0,61,0
"Pennsylvania","Warren",2021,229,221,4,4,0,0,0,139,33,9,0,0,0,229,0,0
"Pennsylvania","Washington",2021,243,154,88,1,0,0,0,123,71,45,0,0,124,1,118,0
"Pennsylvania","Westmoreland",2021,232,168,63,1,0,0,0,124,62,40,0,0,52,0,180,0
"Pennsylvania","Wyoming",2021,220,197,22,1,0,0,0,127,51,27,0,0,0,0,220,0
"Pennsylvania","York",2021,235,157,76,2,0,0,0,148,71,43,0,1,131,0,103,0
"Puerto Rico","Adjuntas",2021,7,7,0,0,0,0,0,17,17,10,0,0,0,0,7,0
"Puerto Rico","Bayamon",2021,268,263,5,0,0,0,0,70,23,6,192,0,1,19,56,0
"Puerto Rico","Caguas",2021,82,82,0,0,0,0,0,40,19,14,59,3,0,0,20,0
"Puerto Rico","Catano",2021,225,133,86,6,0,0,0,140,73,41,0,0,12,15,140,58
"Puerto Rico","Fajardo",2021,56,51,5,0,0,0,0,81,44,23,0,0,0,0,55,1
"Puerto Rico","Guayama",2021,34,34,0,0,0,0,0,41,22,4,0,0,0,28,6,0
"Puerto Rico","Guaynabo",2021,58,53,5,0,0,0,0,75,49,24,0,0,0,0,53,5
"Puerto Rico","Mayagnez",2021,257,210,45,2,0,0,0,142,57,30,0,0,100,0,157,0
"Puerto Rico","Ponce",2021,143,117,22,0,1,2,1,380,63,28,13,0,0,0,11,119
"Puerto Rico","San Juan",2021,41,41,0,0,0,0,0,10,9,7,41,0,0,0,0,0
"Rhode Island","Kent",2021,240,209,28,3,0,0,0,140,58,37,0,0,156,0,84,0
"Rhode Island","Providence",2021,244,183,57,4,0,0,0,136,60,41,1,4,138,0,101,0
"Rhode Island","Washington",2021,243,210,31,2,0,0,0,143,58,38,0,0,171,0,72,0
"South Carolina","Aiken",2021,188,166,22,0,0,0,0,84,54,38,0,0,188,0,0,0
"South Carolina","Anderson",2021,162,141,21,0,0,0,0,87,54,41,0,0,162,0,0,0
"South Carolina","Berkeley",2021,165,158,7,0,0,0,0,80,49,36,0,0,165,0,0,0
"South Carolina","Charleston",2021,273,228,45,0,0,0,0,93,56,38,0,1,76,0,196,0
"South Carolina","Chesterfield",2021,232,198,34,0,0,0,0,74,55,38,0,0,135,0,97,0
"South Carolina","Darlington",2021,176,158,18,0,0,0,0,74,51,38,0,0,176,0,0,0
"South Carolina","Edgefield",2021,221,180,41,0,0,0,0,87,57,38,0,0,145,0,76,0
"South Carolina","Florence",2021,218,189,29,0,0,0,0,85,53,30,0,0,0,0,218,0
"South Carolina","Greenville",2021,273,189,83,1,0,0,0,101,68,44,0,4,127,0,142,0
"South Carolina","Horry",2021,163,147,16,0,0,0,0,90,50,39,0,0,163,0,0,0
"South Carolina","Lexington",2021,271,209,61,1,0,0,0,102,56,36,0,0,0,0,267,4
"South Carolina","Richland",2021,235,191,43,1,0,0,0,101,60,39,1,1,172,0,61,0
"South Carolina","Spartanburg",2021,263,199,63,1,0,0,0,119,63,42,0,0,137,0,126,0
"South Carolina","York",2021,212,180,32,0,0,0,0,93,58,39,0,0,161,2,49,0
"South Dakota","Brookings",2021,181,132,46,3,0,0,0,112,71,44,0,0,154,0,21,6
"South Dakota","Brown",2021,177,164,13,0,0,0,0,88,44,19,0,0,0,0,85,92
"South Dakota","Codington",2021,181,141,40,0,0,0,0,95,61,37,0,0,117,0,50,14
"South Dakota","Custer",2021,181,171,10,0,0,0,0,61,49,40,0,0,170,0,7,4
"South Dakota","Hughes",2021,172,169,3,0,0,0,0,62,27,9,0,0,0,0,172,0
"South Dakota","Jackson",2021,181,178,3,0,0,0,0,92,44,32,0,0,139,0,33,9
"South Dakota","Meade",2021,181,173,8,0,0,0,0,67,47,37,0,0,171,0,0,10
"South Dakota","Minnehaha",2021,166,135,31,0,0,0,0,100,61,39,1,6,124,0,31,4
"South Dakota","Pennington",2021,181,141,38,1,1,0,0,153,60,30,0,9,0,0,58,114
"South Dakota","Union",2021,181,139,41,1,0,0,0,115,63,41,0,0,138,0,42,1
"Tennessee","Anderson",2021,117,102,15,0,0,0,0,87,54,42,0,0,117,0,0,0
"Tennessee","Blount",2021,274,226,46,2,0,0,0,107,58,42,1,0,239,0,34,0
"Tennessee","Claiborne",2021,236,218,18,0,0,0,0,71,49,37,0,0,236,0,0,0
"Tennessee","Davidson",2021,181,123,57,1,0,0,0,101,65,44,0,11,65,0,105,0
"Tennessee","DeKalb",2021,241,227,14,0,0,0,0,84,49,36,0,0,241,0,0,0
"Tennessee","Dyer",2021,173,151,22,0,0,0,0,64,52,28,0,0,0,0,173,0
"Tennessee","Hamilton",2021,239,182,56,1,0,0,0,101,60,42,0,0,125,0,114,0
"Tennessee","Jefferson",2021,117,92,25,0,0,0,0,100,64,44,0,0,117,0,0,0
"Tennessee","Knox",2021,304,201,98,5,0,0,0,150,67,44,0,0,102,0,202,0
"Tennessee","Lawrence",2021,178,165,13,0,0,0,0,64,45,26,0,0,0,0,178,0
"Tennessee","Loudon",2021,181,155,26,0,0,0,0,90,54,40,0,0,106,0,75,0
"Tennessee","Madison",2021,175,150,25,0,0,0,0,80,55,27,0,0,0,0,175,0
"Tennessee","Maury",2021,165,142,23,0,0,0,0,81,55,29,0,0,0,0,165,0
"Tennessee","McMinn",2021,176,164,12,0,0,0,0,69,46,27,0,0,0,0,176,0
"Tennessee","Montgomery",2021,175,158,17,0,0,0,0,71,49,24,0,0,0,0,175,0
"Tennessee","Putnam",2021,177,161,16,0,0,0,0,68,49,26,0,0,0,0,177,0
"Tennessee","Roane",2021,173,162,11,0,0,0,0,71,47,27,0,0,0,0,173,0
"Tennessee","Sevier",2021,272,222,50,0,0,0,0,93,58,43,0,0,272,0,0,0
"Tennessee","Shelby",2021,213,152,58,3,0,0,0,150,64,44,1,1,130,0,81,0
"Tennessee","Sullivan",2021,181,127,51,3,0,0,0,111,61,42,0,0,92,44,45,0
"Tennessee","Sumner",2021,178,144,33,1,0,0,0,133,58,40,0,0,99,0,79,0
"Tennessee","Williamson",2021,121,108,13,0,0,0,0,67,51,42,0,0,121,0,0,0
"Tennessee","Wilson",2021,121,105,16,0,0,0,0,67,54,40,0,0,121,0,0,0
"Texas","Atascosa",2021,266,207,59,0,0,0,0,85,59,34,0,0,0,0,266,0
"Texas","Bell",2021,212,164,48,0,0,0,0,100,61,42,0,0,154,0,58,0
"Texas","Bexar",2021,273,156,113,4,0,0,0,119,72,48,0,1,97,0,173,2
"Texas","Bowie",2021,206,169,37,0,0,0,0,79,55,36,0,0,0,0,206,0
"Texas","Brazoria",2021,212,194,13,5,0,0,0,122,49,34,0,6,206,0,0,0
"Texas","Brazos",2021,205,179,26,0,0,0,0,84,53,30,0,0,0,0,205,0
"Texas","Brewster",2021,264,222,41,1,0,0,0,102,58,43,0,0,234,0,30,0
"Texas","Cameron",2021,243,136,107,0,0,0,0,99,69,47,0,0,48,0,195,0
"Texas","Collin",2021,243,201,38,4,0,0,0,150,61,37,0,0,243,0,0,0
"Texas","Dallas",2021,244,187,49,7,1,0,0,174,67,42,1,9,183,0,50,1
"Texas","Denton",2021,243,165,66,10,2,0,0,179,74,44,0,0,186,0,57,0
"Texas","Ector",2021,204,183,21,0,0,0,0,89,51,27,0,0,0,0,204,0
"Texas","El Paso",2021,213,84,116,13,0,0,0,150,84,55,1,12,121,0,74,5
"Texas","Ellis",2021,241,208,32,1,0,0,0,105,54,39,0,1,175,0,65,0
"Texas","Freestone",2021,200,200,0,0,0,0,0,4,1,0,0,0,0,200,0,0
"Texas","Galveston",2021,212,171,40,1,0,0,0,122,58,39,0,0,131,5,74,2
"Texas","Gregg",2021,212,196,15,1,0,0,0,107,48,34,0,3,201,8,0,0
"Texas","Harris",2021,273,120,141,6,6,0,0,179,78,52,0,7,70,0,194,2
"Texas","Harrison",2021,212,175,32,4,1,0,0,158,59,37,0,0,116,12,84,0
"Texas","Hidalgo",2021,241,153,88,0,0,0,0,96,71,44,0,0,82,0,159,0
"Texas","Hood",2021,239,222,16,1,0,0,0,122,49,35,0,0,239,0,0,0
"Texas","Howard",2021,120,100,13,5,2,0,0,178,87,0,0,0,0,120,0,0
"Texas","Hunt",2021,240,232,8,0,0,0,0,93,45,33,0,3,237,0,0,0
"Texas","Hutchinson",2021,210,139,27,39,5,0,0,169,124,11,0,0,0,210,0,0
"Texas","Jefferson",2021,181,145,35,1,0,0,0,101,60,40,0,0,102,19,60,0
"Texas","Johnson",2021,241,206,31,4,0,0,0,133,58,38,0,0,241,0,0,0
"Texas","Karnes",2021,211,211,0,0,0,0,0,25,15,5,0,211,0,0,0,0
"Texas","Kaufman",2021,243,216,27,0,0,0,0,84,51,36,0,3,146,0,94,0
"Texas","Kleberg",2021,199,125,73,1,0,0,0,109,65,41,0,0,0,0,199,0
"Texas","Lubbock",2021,199,187,12,0,0,0,0,70,48,25,0,0,0,0,199,0
"Texas","Maverick",2021,236,188,48,0,0,0,0,87,57,32,0,0,0,0,236,0
"Texas","McLennan",2021,212,184,28,0,0,0,0,93,54,37,2,0,157,0,53,0
"Texas","Montgomery",2021,207,168,38,1,0,0,0,108,56,40,0,0,142,0,65,0
"Texas","Navarro",2021,243,195,45,3,0,0,0,128,60,40,0,0,137,40,66,0
"Texas","Nueces",2021,212,147,64,1,0,0,0,113,64,44,0,0,99,1,111,1
"Texas","Orange",2021,180,150,28,2,0,0,0,103,62,37,0,1,94,20,65,0
"Texas","Parker",2021,232,206,25,1,0,0,0,136,51,37,0,0,232,0,0,0
"Texas","Polk",2021,232,229,3,0,0,0,0,61,43,30,0,0,232,0,0,0
"Texas","Potter",2021,212,180,27,5,0,0,0,121,56,26,0,0,0,55,157,0
"Texas","Randall",2021,241,189,50,2,0,0,0,119,64,44,0,0,241,0,0,0
"Texas","Robertson",2021,212,212,0,0,0,0,0,29,3,0,0,0,0,212,0,0
"Texas","Rockwall",2021,242,234,8,0,0,0,0,87,45,32,0,0,242,0,0,0
"Texas","Rusk",2021,208,185,18,5,0,0,0,106,51,4,0,0,0,208,0,0
"Texas","Smith",2021,208,196,12,0,0,0,0,100,48,36,0,4,204,0,0,0
"Texas","Tarrant",2021,244,151,83,8,1,1,0,209,75,47,1,5,142,0,96,0
"Texas","Titus",2021,208,208,0,0,0,0,0,20,6,0,0,0,0,208,0,0
"Texas","Travis",2021,213,146,67,0,0,0,0,86,64,43,1,3,107,0,98,4
"Texas","Victoria",2021,212,205,7,0,0,0,0,77,46,32,0,0,212,0,0,0
"Texas","Webb",2021,243,165,78,0,0,0,0,97,67,43,0,0,99,0,141,3
"Texas","Wilson",2021,212,212,0,0,0,0,0,26,16,6,0,212,0,0,0,0
"Utah","Box Elder",2021,272,190,78,4,0,0,0,119,74,45,0,2,270,0,0,0
"Utah","Cache",2021,304,185,111,8,0,0,0,129,84,46,0,0,220,0,69,15
"Utah","Carbon",2021,304,212,86,6,0,0,0,126,77,46,0,4,300,0,0,0
"Utah","Davis",2021,304,176,103,24,1,0,0,156,95,47,0,12,240,0,51,1
"Utah","Duchesne",2021,293,174,112,6,1,0,0,154,76,49,0,0,254,0,39,0
"Utah","Garfield",2021,300,212,86,2,0,0,0,115,67,47,0,0,300,0,0,0
"Utah","Iron",2021,304,239,61,3,1,0,0,169,63,42,0,10,256,0,38,0
"Utah","Salt Lake",2021,305,133,125,38,9,0,0,177,115,54,1,21,210,0,61,12
"Utah","San Juan",2021,272,186,84,2,0,0,0,115,71,47,0,0,272,0,0,0
"Utah","Tooele",2021,304,204,84,14,2,0,0,156,80,43,0,0,235,0,69,0
"Utah","Uintah",2021,304,169,128,6,1,0,0,156,80,49,0,0,274,0,30,0
"Utah","Utah",2021,305,168,120,17,0,0,0,144,90,49,1,7,255,0,38,4
"Utah","Washington",2021,304,202,99,2,1,0,0,161,67,47,0,0,294,0,10,0
"Utah","Weber",2021,304,199,90,15,0,0,0,140,83,44,3,13,225,0,50,13
"Vermont","Bennington",2021,181,159,22,0,0,0,0,84,51,38,0,0,159,0,22,0
"Vermont","Chittenden",2021,182,161,21,0,0,0,0,84,52,40,1,1,148,0,32,0
"Vermont","Rutland",2021,182,149,33,0,0,0,0,84,58,39,1,0,125,0,56,0
"Virgin Islands","St Croix",2021,29,27,2,0,0,0,0,73,46,21,0,0,0,0,29,0
"Virginia","Albemarle",2021,207,179,28,0,0,0,0,85,55,39,0,0,108,0,99,0
"Virginia","Alexandria City",2021,4,4,0,0,0,0,0,6,6,6,0,0,0,0,0,4
"Virginia","Arlington",2021,211,183,27,1,0,0,0,115,54,38,1,16,150,0,44,0
"Virginia","Bristol City",2021,85,75,10,0,0,0,0,88,52,27,0,0,0,0,85,0
"Virginia","Caroline",2021,105,92,12,1,0,0,0,101,51,39,0,0,105,0,0,0
"Virginia","Carroll",2021,48,48,0,0,0,0,0,33,17,10,0,0,0,0,0,48
"Virginia","Charles",2021,207,190,17,0,0,0,0,94,50,36,0,39,116,0,52,0
"Virginia","Chesterfield",2021,170,152,17,1,0,0,0,101,51,39,0,0,115,0,55,0
"Virginia","Fairfax",2021,211,168,42,1,0,0,0,129,58,41,1,9,105,0,96,0
"Virginia","Fauquier",2021,116,109,7,0,0,0,0,77,47,38,0,0,116,0,0,0
"Virginia","Frederick",2021,207,168,39,0,0,0,0,85,56,37,0,0,97,0,110,0
"Virginia","Giles",2021,243,207,30,6,0,0,0,116,54,40,0,0,212,31,0,0
"Virginia","Hampton City",2021,212,193,19,0,0,0,0,90,50,38,1,3,105,0,103,0
"Virginia","Hanover",2021,122,110,12,0,0,0,0,87,50,41,0,0,122,0,0,0
"Virginia","Henrico",2021,214,178,36,0,0,0,0,100,55,39,1,1,118,0,92,2
"Virginia","Hopewell City",2021,40,40,0,0,0,0,0,31,14,8,0,0,0,0,0,40
"Virginia","Loudoun",2021,209,180,28,1,0,0,0,122,52,38,0,4,163,0,42,0
"Virginia","Lynchburg City",2021,89,80,9,0,0,0,0,91,51,24,0,0,0,0,89,0
